0.660582	0.660578	0.660568	0.66055	0.660526	0.660496	0.66046	0.660419	0.660373	0.660324	0.660271	0.660216	0.66016	0.660104	0.660048	0.659993	0.65994	0.659891	0.659845	0.659804	0.659768	0.659738	0.659714	0.659696	0.659686	0.659682	0.659686	0.659696	0.659714	0.659738	0.659768	0.659804	0.659845	0.659891	0.65994	0.659993	0.660048	0.660104	0.66016	0.660216	0.660271	0.660324	0.660373	0.660419	0.66046	0.660496	0.660526	0.66055	0.660568	0.660578	0.660582	0.660578	0.660568	0.66055	0.660526	0.660496	0.66046	0.660419	0.660373	0.660324	0.660271	0.660216	0.66016	0.660104	0.660048	0.659993	0.65994	0.659891	0.659845	0.659804	0.659768	0.659738	0.659714	0.659696	0.659686	0.659682	0.659686	0.659696	0.659714	0.659738	0.659768	0.659804	0.659845	0.659891	0.65994	0.659993	0.660048	0.660104	0.66016	0.660216	0.660271	0.660324	0.660373	0.660419	0.66046	0.660496	0.660526	0.66055	0.660568	0.660578	
0.659319	0.659191	0.659056	0.658916	0.65877	0.658621	0.658468	0.658312	0.658156	0.658	0.657844	0.657692	0.657542	0.657398	0.65726	0.657129	0.657007	0.656894	0.656792	0.656702	0.656624	0.656559	0.656508	0.656471	0.656449	0.656442	0.656449	0.656471	0.656508	0.656559	0.656624	0.656702	0.656792	0.656894	0.657007	0.657129	0.65726	0.657398	0.657542	0.657692	0.657844	0.658	0.658156	0.658312	0.658468	0.658621	0.65877	0.658916	0.659056	0.659191	0.659319	0.65944	0.659553	0.659659	0.659757	0.659846	0.659928	0.660001	0.660066	0.660124	0.660175	0.660219	0.660257	0.660289	0.660315	0.660337	0.660355	0.660369	0.66038	0.660389	0.660395	0.660399	0.660403	0.660405	0.660406	0.660406	0.660406	0.660405	0.660403	0.660399	0.660395	0.660389	0.66038	0.660369	0.660355	0.660337	0.660315	0.660289	0.660257	0.660219	0.660175	0.660124	0.660066	0.660001	0.659928	0.659846	0.659757	0.659659	0.659553	0.65944	
0.65555	0.6553	0.655044	0.654783	0.654519	0.654253	0.653985	0.653719	0.653454	0.653194	0.652938	0.65269	0.65245	0.652221	0.652003	0.651798	0.651608	0.651434	0.651278	0.65114	0.651021	0.650922	0.650845	0.65079	0.650756	0.650745	0.650756	0.65079	0.650845	0.650922	0.651021	0.65114	0.651278	0.651434	0.651608	0.651798	0.652003	0.652221	0.65245	0.65269	0.652938	0.653194	0.653454	0.653719	0.653985	0.654253	0.654519	0.654783	0.655044	0.6553	0.65555	0.655793	0.656028	0.656255	0.656472	0.656679	0.656876	0.657062	0.657237	0.657401	0.657553	0.657694	0.657824	0.657944	0.658052	0.658149	0.658236	0.658313	0.658381	0.658438	0.658486	0.658526	0.658556	0.658577	0.65859	0.658594	0.65859	0.658577	0.658556	0.658526	0.658486	0.658438	0.658381	0.658313	0.658236	0.658149	0.658052	0.657944	0.657824	0.657694	0.657553	0.657401	0.657237	0.657062	0.656876	0.656679	0.656472	0.656255	0.656028	0.655793	
0.649334	0.648967	0.648595	0.648219	0.647841	0.647463	0.647086	0.646713	0.646346	0.645985	0.645635	0.645295	0.644969	0.644658	0.644364	0.64409	0.643835	0.643603	0.643394	0.643211	0.643053	0.642923	0.642821	0.642748	0.642703	0.642688	0.642703	0.642748	0.642821	0.642923	0.643053	0.643211	0.643394	0.643603	0.643835	0.64409	0.644364	0.644658	0.644969	0.645295	0.645635	0.645985	0.646346	0.646713	0.647086	0.647463	0.647841	0.648219	0.648595	0.648967	0.649334	0.649694	0.650046	0.650389	0.650721	0.651041	0.651349	0.651644	0.651924	0.65219	0.652441	0.652676	0.652896	0.653099	0.653286	0.653457	0.653611	0.653749	0.653871	0.653976	0.654065	0.654137	0.654194	0.654234	0.654258	0.654266	0.654258	0.654234	0.654194	0.654137	0.654065	0.653976	0.653871	0.653749	0.653611	0.653457	0.653286	0.653099	0.652896	0.652676	0.652441	0.65219	0.651924	0.651644	0.651349	0.651041	0.650721	0.650389	0.650046	0.649694	
0.640769	0.640292	0.639811	0.639327	0.638842	0.63836	0.637881	0.637409	0.636945	0.636492	0.636052	0.635628	0.635221	0.634835	0.63447	0.63413	0.633815	0.633529	0.633272	0.633047	0.632853	0.632693	0.632568	0.632478	0.632424	0.632406	0.632424	0.632478	0.632568	0.632693	0.632853	0.633047	0.633272	0.633529	0.633815	0.63413	0.63447	0.634835	0.635221	0.635628	0.636052	0.636492	0.636945	0.637409	0.637881	0.63836	0.638842	0.639327	0.639811	0.640292	0.640769	0.641239	0.641701	0.642152	0.642593	0.64302	0.643432	0.643829	0.64421	0.644572	0.644915	0.645239	0.645543	0.645826	0.646088	0.646328	0.646546	0.646742	0.646915	0.647065	0.647192	0.647297	0.647378	0.647436	0.647471	0.647482	0.647471	0.647436	0.647378	0.647297	0.647192	0.647065	0.646915	0.646742	0.646546	0.646328	0.646088	0.645826	0.645543	0.645239	0.644915	0.644572	0.64421	0.643829	0.643432	0.64302	0.642593	0.642152	0.641701	0.641239	
0.629989	0.629411	0.62883	0.628248	0.627666	0.627088	0.626516	0.625953	0.625402	0.624864	0.624343	0.623842	0.623362	0.622907	0.622478	0.622079	0.62171	0.621375	0.621074	0.62081	0.620584	0.620398	0.620252	0.620147	0.620083	0.620062	0.620083	0.620147	0.620252	0.620398	0.620584	0.62081	0.621074	0.621375	0.62171	0.622079	0.622478	0.622907	0.623362	0.623842	0.624343	0.624864	0.625402	0.625953	0.626516	0.627088	0.627666	0.628248	0.62883	0.629411	0.629989	0.63056	0.631122	0.631674	0.632214	0.632739	0.633248	0.633739	0.634211	0.634662	0.635091	0.635497	0.635879	0.636235	0.636566	0.63687	0.637147	0.637396	0.637617	0.637809	0.637972	0.638106	0.63821	0.638284	0.638329	0.638344	0.638329	0.638284	0.63821	0.638106	0.637972	0.637809	0.637617	0.637396	0.637147	0.63687	0.636566	0.636235	0.635879	0.635497	0.635091	0.634662	0.634211	0.633739	0.633248	0.632739	0.632214	0.631674	0.631122	0.63056	
0.617163	0.616497	0.615827	0.615156	0.614488	0.613826	0.613171	0.612528	0.611899	0.611287	0.610694	0.610125	0.60958	0.609064	0.608579	0.608127	0.607711	0.607332	0.606993	0.606696	0.606442	0.606231	0.606067	0.605949	0.605878	0.605854	0.605878	0.605949	0.606067	0.606231	0.606442	0.606696	0.606993	0.607332	0.607711	0.608127	0.608579	0.609064	0.60958	0.610125	0.610694	0.611287	0.611899	0.612528	0.613171	0.613826	0.614488	0.615156	0.615827	0.616497	0.617163	0.617824	0.618477	0.619118	0.619746	0.620359	0.620954	0.62153	0.622084	0.622615	0.62312	0.6236	0.624052	0.624475	0.624868	0.62523	0.625559	0.625857	0.62612	0.62635	0.626545	0.626705	0.62683	0.62692	0.626974	0.626991	0.626974	0.62692	0.62683	0.626705	0.626545	0.62635	0.62612	0.625857	0.625559	0.62523	0.624868	0.624475	0.624052	0.6236	0.62312	0.622615	0.622084	0.62153	0.620954	0.620359	0.619746	0.619118	0.618477	0.617824	
0.602494	0.60175	0.601004	0.600258	0.599516	0.598781	0.598056	0.597344	0.596648	0.595972	0.595318	0.594691	0.594091	0.593524	0.592991	0.592494	0.592037	0.591622	0.59125	0.590924	0.590646	0.590416	0.590235	0.590106	0.590028	0.590002	0.590028	0.590106	0.590235	0.590416	0.590646	0.590924	0.59125	0.591622	0.592037	0.592494	0.592991	0.593524	0.594091	0.594691	0.595318	0.595972	0.596648	0.597344	0.598056	0.598781	0.599516	0.600258	0.601004	0.60175	0.602494	0.603233	0.603963	0.604682	0.605387	0.606075	0.606745	0.607394	0.608019	0.608619	0.609192	0.609736	0.610249	0.610729	0.611177	0.611589	0.611965	0.612304	0.612606	0.612868	0.613092	0.613275	0.613418	0.613521	0.613582	0.613603	0.613582	0.613521	0.613418	0.613275	0.613092	0.612868	0.612606	0.612304	0.611965	0.611589	0.611177	0.610729	0.610249	0.609736	0.609192	0.608619	0.608019	0.607394	0.606745	0.606075	0.605387	0.604682	0.603963	0.603233	
0.586212	0.585405	0.584595	0.583787	0.582984	0.582189	0.581406	0.580637	0.579887	0.579159	0.578455	0.57778	0.577136	0.576526	0.575954	0.575422	0.574932	0.574487	0.574088	0.573739	0.573441	0.573195	0.573002	0.572864	0.572781	0.572753	0.572781	0.572864	0.573002	0.573195	0.573441	0.573739	0.574088	0.574487	0.574932	0.575422	0.575954	0.576526	0.577136	0.57778	0.578455	0.579159	0.579887	0.580637	0.581406	0.582189	0.582984	0.583787	0.584595	0.585405	0.586212	0.587015	0.587809	0.588592	0.589361	0.590113	0.590845	0.591555	0.59224	0.592898	0.593527	0.594124	0.594688	0.595218	0.59571	0.596165	0.59658	0.596955	0.597288	0.597578	0.597825	0.598028	0.598187	0.5983	0.598368	0.598391	0.598368	0.5983	0.598187	0.598028	0.597825	0.597578	0.597288	0.596955	0.59658	0.596165	0.59571	0.595218	0.594688	0.594124	0.593527	0.592898	0.59224	0.591555	0.590845	0.590113	0.589361	0.588592	0.587809	0.587015	
0.568573	0.567716	0.566857	0.566001	0.56515	0.564309	0.56348	0.562668	0.561876	0.561108	0.560366	0.559654	0.558976	0.558334	0.557732	0.557172	0.556657	0.556189	0.555771	0.555404	0.555091	0.554833	0.554631	0.554485	0.554398	0.554369	0.554398	0.554485	0.554631	0.554833	0.555091	0.555404	0.555771	0.556189	0.556657	0.557172	0.557732	0.558334	0.558976	0.559654	0.560366	0.561108	0.561876	0.562668	0.56348	0.564309	0.56515	0.566001	0.566857	0.567716	0.568573	0.569426	0.570271	0.571105	0.571924	0.572726	0.573507	0.574265	0.574997	0.575701	0.576375	0.577015	0.57762	0.578188	0.578717	0.579205	0.579652	0.580055	0.580413	0.580726	0.580992	0.581211	0.581382	0.581504	0.581577	0.581602	0.581577	0.581504	0.581382	0.581211	0.580992	0.580726	0.580413	0.580055	0.579652	0.579205	0.578717	0.578188	0.57762	0.577015	0.576375	0.575701	0.574997	0.574265	0.573507	0.572726	0.571924	0.571105	0.570271	0.569426	
